2019,6,1,0,46.16
2019,6,1,1,49.43
2019,6,1,2,47.2
2019,6,1,5,38.06
2019,6,1,6,38.28
2019,6,1,7,37.42
2019,6,1,8,37.74
2019,6,1,9,38.61
2019,6,1,10,37.59
2019,6,1,11,36.24
2019,6,1,12,36.35
2019,6,1,13,36.41
2019,6,1,14,36.76
2019,6,1,15,36.74
2019,6,1,16,36.66
2019,6,1,17,37.4
2019,6,1,23,36.11
2019,6,2,0,36.01
2019,6,2,1,36.96
2019,6,2,2,37.01
2019,6,2,3,38.2
2019,6,2,4,38.02
2019,6,2,5,36.86
2019,6,2,6,38.22
2019,6,2,8,36.99
2019,6,2,9,38.01
2019,6,2,10,37.99
2019,6,2,11,37.76
2019,6,2,12,36.46
2019,6,2,15,35.78
2019,6,2,16,36.83
2019,6,2,17,40.25
2019,6,2,18,40.95
2019,6,2,19,40.66
2019,6,2,20,39.72
2019,6,2,21,36.74
2019,6,2,22,36.4
2019,6,2,23,34.87
2019,6,3,1,29.47
2019,6,3,2,29.77
2019,6,3,3,34.98
2019,6,3,4,34.94
2019,6,3,5,36.5
2019,6,3,6,36.05
2019,6,3,7,36.28
2019,6,3,8,36.19
2019,6,3,13,28.68
2019,6,3,14,30.26
2019,6,3,15,30.5
2019,6,3,16,35.16
2019,6,3,17,35
2019,6,3,18,38.26
2019,6,3,19,39.07
2019,6,3,20,37.85
2019,6,3,21,38.06
2019,6,3,23,25.61
2019,6,4,0,29.8
2019,6,4,1,28.74
2019,6,4,2,30.71
2019,6,4,3,33.82
2019,6,4,4,33.55
2019,6,4,5,33.34
2019,6,4,6,33.36
2019,6,4,7,30.97
2019,6,4,8,37.88
2019,6,4,9,37.85
2019,6,4,10,32.3
2019,6,4,11,32.3
2019,6,4,12,32.3
2019,6,4,13,30.63
2019,6,4,14,31.24
2019,6,4,15,31.91
2019,6,4,16,32.8
2019,6,4,17,40.15
2019,6,4,18,39.12
2019,6,4,20,31.35
2019,6,4,21,32.87
2019,6,4,22,33.19
2019,6,4,23,33.46
2019,6,5,0,40.22
2019,6,5,1,36.67
2019,6,5,2,37.46
2019,6,5,3,35.8
2019,6,5,4,36.46
2019,6,5,5,37.69
2019,6,5,6,37.03
2019,6,5,7,36.66
2019,6,5,8,38.54
2019,6,5,9,38.61
2019,6,5,10,47.97
2019,6,5,11,47.88
2019,6,5,13,36.82
2019,6,5,14,36.75
2019,6,5,15,37.5
2019,6,5,16,42.23
2019,6,5,17,43.71
2019,6,5,18,43.75
2019,6,5,19,41.37
2019,6,5,20,40.74
2019,6,5,21,42.57
2019,6,6,6,33.21
2019,6,6,7,34.35
2019,6,6,8,36.19
2019,6,6,9,37.08
2019,6,6,10,36.55
2019,6,6,11,35.6
2019,6,6,12,35.96
2019,6,6,13,35.28
2019,6,6,14,36.58
2019,6,6,15,37.41
2019,6,6,16,37.72
2019,6,6,17,35.58
2019,6,6,18,37.23
2019,6,6,19,36.33
2019,6,6,20,33.26
2019,6,6,21,33.62
2019,6,6,22,34.79
2019,6,6,23,30.65
2019,6,7,0,31.59
2019,6,7,1,30.35
2019,6,7,2,29.54
2019,6,7,3,34.09
2019,6,7,4,33.9
2019,6,7,5,33.09
2019,6,7,6,33.03
2019,6,7,7,34.6
2019,6,7,8,34.68
2019,6,7,9,29.56
2019,6,7,10,30.02
2019,6,7,11,31.71
2019,6,7,12,31.68
2019,6,7,13,36.04
2019,6,7,14,36.41
2019,6,7,15,37.09
2019,6,7,16,37.37
2019,6,7,17,30.71
2019,6,7,18,31.4
2019,6,7,19,34.77
2019,6,7,20,30.64
2019,6,8,0,26.06
2019,6,8,1,28.92
2019,6,8,2,29.67
2019,6,8,3,30.06
2019,6,8,4,28.66
2019,6,8,5,30.01
2019,6,8,6,29.6
2019,6,8,7,29.97
2019,6,8,8,29.07
2019,6,8,9,25.5
2019,6,8,10,25.39
2019,6,8,11,27.59
2019,6,8,12,27.39
2019,6,8,13,28.79
2019,6,8,14,29.38
2019,6,8,15,27.93
2019,6,8,16,27.91
2019,6,9,5,35.57
2019,6,9,6,35.08
2019,6,9,7,35.01
2019,6,9,8,34.91
2019,6,9,9,34.56
2019,6,9,11,29.22
2019,6,9,12,29.36
2019,6,9,13,30.17
